Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls
150,415,No,No,0,136.6,112,23.22,209.4,81
60,408,No,No,0,289.8,101,49.27,255.6,115
123,408,No,No,0,260.9,85,44.35,168.5,103
138,510,Yes,No,0,196.2,129,33.35,176.5,86
29,510,No,No,0,195.6,71,33.25,126.4,74
111,415,No,No,0,222.2,96,37.77,162.5,111
37,510,Yes,No,0,172.9,119,29.39,183,86
111,408,No,No,0,249.8,109,42.47,242.4,106
81,510,No,No,0,154.5,84,26.27,216.2,91
46,510,No,No,0,90.4,108,15.37,276.2,77
69,510,No,Yes,27,268.8,78,45.7,246.6,89
125,408,No,No,0,106.1,95,18.04,157.6,113
43,415,No,No,0,27,117,4.59,160.9,97
127,415,No,Yes,27,140.1,59,23.82,223.4,111
94,510,No,No,0,245,112,41.65,180.4,91
46,408,No,No,0,196.7,85,33.44,205.9,74
73,408,No,Yes,26,131.2,98,22.3,106.5,97
146,408,No,Yes,23,149.6,96,25.43,239.8,124
93,415,No,No,0,239.8,70,40.77,251.8,99
52,408,No,Yes,31,142.1,77,24.16,193,97
202,510,No,No,0,115.4,137,19.62,178.7,70
129,510,No,Yes,31,193,99,32.81,224.8,87
94,415,No,No,0,206.1,49,35.04,224.6,115
100,415,No,No,0,160.3,138,27.25,221.3,92
43,415,No,No,0,199.9,108,33.98,288.4,80
130,415,No,No,0,213.1,105,36.23,206.2,108
124,415,No,No,0,178.3,102,30.31,235,120
92,510,Yes,No,0,252.3,120,42.89,207,112
48,415,No,No,0,197.7,64,33.61,136.7,126
98,510,No,Yes,29,111.1,105,18.89,217.9,101
100,415,No,No,0,96.5,86,16.41,210.2,133
79,415,No,No,0,156.9,109,26.67,122.2,87
164,415,No,No,0,123.3,78,20.96,170,85
105,415,No,No,0,193.7,108,32.93,183.2,124
89,408,Yes,No,0,206.9,134,35.17,167.7,105
126,415,No,No,0,249.8,96,42.47,261.9,92
96,408,No,No,0,144,102,24.48,224.7,73
120,415,No,Yes,33,299.5,83,50.92,163.4,84
212,415,No,No,0,226,127,38.42,304.6,83
72,415,No,No,0,137.6,106,23.39,143.5,94
155,415,Yes,Yes,26,211.7,121,35.99,139.2,123
89,415,No,No,0,89.7,80,15.25,179.8,81
126,408,Yes,No,0,197.6,126,33.59,246.5,112
172,408,No,No,0,270,102,45.9,256.6,111
75,415,No,No,0,224.7,116,38.2,192,79
143,510,No,No,0,194.3,99,33.03,123.6,133
166,510,Yes,No,0,47.7,89,8.11,264.4,95
132,415,No,No,0,190.1,105,32.32,182.2,116
94,408,Yes,No,0,89.5,94,15.22,339.9,106
99,415,No,No,0,182.6,83,31.04,154.5,111
136,415,No,Yes,35,205.5,86,34.94,298.5,119
119,415,No,No,0,231.5,82,39.36,266.9,97
115,510,Yes,No,0,251.3,69,42.72,252.5,96
160,415,No,No,0,171.2,103,29.1,243.5,121
166,510,No,No,0,197.9,89,33.64,251,113
120,510,No,No,0,134.8,94,22.92,204.1,106
173,415,No,No,0,191.4,114,32.54,168.5,138
156,415,No,No,0,174.5,65,29.67,197.4,116
70,415,No,No,0,177.4,125,30.16,226.2,104
41,510,No,No,0,182.1,89,30.96,211.5,104
132,408,No,No,0,222.4,85,37.81,165.4,76
47,510,Yes,No,0,47.8,120,8.13,178.9,123
160,510,No,No,0,121.8,97,20.71,89.3,97
180,415,No,No,0,143.5,121,24.4,189.3,111
93,415,No,No,0,164.9,68,28.03,210.4,86
109,415,No,No,0,193.6,58,32.91,148.7,115
80,510,No,No,0,101.1,121,17.19,263.2,110
54,415,No,Yes,24,92.3,88,15.69,193.1,98
121,415,No,No,0,168.9,128,28.71,123.9,99
157,510,No,Yes,29,219.2,102,37.26,206,109
170,510,No,Yes,37,178.1,130,30.28,242.8,103
138,510,No,No,0,146.5,101,24.91,284.5,142
92,415,No,Yes,31,172.3,116,29.29,266.2,91
126,415,No,No,0,190.9,143,32.45,149.7,72
41,415,No,No,0,232.1,74,39.46,327.1,88
167,415,No,No,0,169.2,124,28.76,173.3,108
91,510,No,No,0,123.8,107,21.05,319,125
127,510,No,No,0,96,117,16.32,177,68
88,408,No,Yes,27,93.4,106,15.88,252,92
113,415,No,No,0,90.6,130,15.4,170.6,100
78,510,No,No,0,152.9,81,25.99,256.6,82
123,408,No,No,0,257.9,92,43.84,211.6,71
136,408,Yes,Yes,29,85.2,98,14.48,230.4,85
68,415,No,Yes,34,160,72,27.2,184.5,119
132,415,No,Yes,10,182.9,54,31.09,292.4,68
133,415,No,No,0,216.2,67,36.75,222.2,133
127,415,No,No,0,261.7,105,44.49,181.8,107
110,415,No,No,0,241.2,105,41,174.3,85
121,510,No,No,0,177.2,142,30.12,123.5,88
116,510,No,No,0,89.5,128,15.22,180.8,137
112,415,Yes,Yes,16,200.3,72,34.05,197.8,91
97,510,Yes,No,0,145,103,24.65,294.3,93
43,510,No,No,0,159.5,99,27.12,119.7,149
110,415,No,No,0,151.8,106,25.81,138,126
67,408,No,No,0,176.2,120,29.95,236,138
166,408,No,No,0,152.1,95,25.86,121,105
129,408,No,No,0,161.3,122,27.42,220.6,95
103,510,Yes,No,0,171.7,78,29.19,144.5,86
71,415,No,No,0,278.9,110,47.41,190.2,67
112,415,No,Yes,27,213,121,36.21,226.2,101
8,415,No,Yes,36,242.9,67,41.29,170.9,59
98,415,No,No,0,217.2,121,36.92,303.4,73
90,415,No,No,0,175.9,111,29.9,285.2,115
13,415,No,No,0,303.2,133,51.54,170.5,86
58,415,No,No,0,238.9,107,40.61,187.2,88
137,415,No,Yes,22,189.6,42,32.23,179,137
116,408,No,No,0,133.3,94,22.66,247.8,126
94,415,No,Yes,28,92.7,107,15.76,127.8,86
87,415,No,No,0,177.2,72,30.12,248.9,105
120,415,No,No,0,184.5,103,31.37,209,86
97,415,No,Yes,24,176.1,109,29.94,159.4,81
134,415,No,No,0,204.7,108,34.8,143.1,105
68,510,No,No,0,143.6,80,24.41,134.3,65
93,408,No,No,0,179.3,93,30.48,188.8,65
120,415,No,No,0,137.3,100,23.34,212.2,129
41,408,No,No,0,237.8,92,40.43,223.5,155
80,510,No,No,0,203.7,92,34.63,216.4,97
83,415,No,Yes,25,191.3,95,32.52,250.7,136
109,510,Yes,No,0,209.1,141,35.55,205,93
66,510,No,Yes,33,88.8,104,15.1,109.6,94
104,510,No,No,0,97.2,88,16.52,155.6,85
89,510,No,No,0,137.9,96,23.44,192.6,63
127,510,No,No,0,224.3,112,38.13,185.7,103
117,408,No,Yes,13,207.6,65,35.29,152.7,77
128,510,No,No,0,268.1,95,45.58,120.5,126
88,415,No,No,0,166.7,61,28.34,179.3,88
61,408,No,No,0,267.1,104,45.41,180.4,131
22,415,No,No,0,181.8,108,30.91,198.6,148
78,415,No,No,0,147.1,80,25.01,199.7,100
56,415,No,Yes,29,37.7,115,6.41,144.1,111
192,415,No,No,0,185,88,31.45,224.9,98
70,415,No,No,0,156.4,108,26.59,171,116
148,510,No,No,0,239.3,84,40.68,195.7,85
65,415,No,Yes,29,215.5,129,36.64,161.9,77
119,510,No,No,0,134.9,70,22.93,211.5,74
80,415,No,No,0,194.8,116,33.12,209.9,93
152,408,No,Yes,20,239.1,105,40.65,209.1,111
113,510,No,No,0,92.6,85,15.74,177.6,92
75,510,No,No,0,209.4,133,35.6,211.5,121
80,415,No,No,0,197.6,83,33.59,164.5,86
148,408,No,No,0,17.6,121,2.99,161.7,125
63,415,Yes,No,0,62.9,112,10.69,202.9,111
97,415,No,Yes,28,202.3,97,34.39,69.2,84
166,415,No,No,0,136.1,116,23.14,181.4,93
94,408,No,No,0,207,109,35.19,167.4,80
85,408,No,Yes,33,207.9,95,35.34,233.5,88
80,415,Yes,No,0,276.5,122,47.01,195.6,79
210,415,No,Yes,31,313.8,87,53.35,147.7,103
88,415,Yes,Yes,25,288.5,114,49.05,203.4,74
100,408,No,No,0,210.9,85,35.85,329.3,69
154,408,No,Yes,35,64.9,76,11.03,184.1,91
32,510,No,Yes,26,243.5,137,41.4,236.8,108
18,408,No,No,0,197,97,33.49,203.7,107
126,415,No,Yes,31,278,88,47.26,253.2,65
144,510,No,Yes,37,219.9,102,37.38,222.1,77
29,510,No,No,0,313.2,103,53.24,216.3,151
86,408,No,Yes,16,145.7,88,24.77,191,129
138,415,No,Yes,37,75.8,102,12.89,173.6,147
146,415,No,No,0,195.9,86,33.3,228.6,82
175,415,No,No,0,132,95,22.44,231.2,74
74,510,No,No,0,124,102,21.08,262.1,101
48,415,No,No,0,171.9,98,29.22,159,127
74,510,No,Yes,31,249.4,70,42.4,209.5,59
105,415,Yes,No,0,228.4,100,38.83,145.1,108
157,510,No,No,0,168.6,71,28.66,205.1,48
217,415,No,No,0,123.7,138,21.03,248.5,105
68,415,No,No,0,178.7,61,30.38,252.3,84
80,415,No,No,0,113.2,86,19.24,185.5,97
38,415,No,Yes,25,142.4,106,24.21,313.7,109
107,415,No,Yes,38,204.2,57,34.71,205.9,92
140,415,No,No,0,149.7,71,25.45,212.5,97
98,415,No,No,0,227.1,116,38.61,120.5,103
114,415,No,No,0,155.3,75,26.4,169.9,87
46,408,No,No,0,156.4,105,26.59,185.5,98
118,415,No,Yes,42,148.7,105,25.28,167.3,105
37,510,No,No,0,271.7,112,46.19,155.1,96
34,415,No,No,0,193.7,74,32.93,126.9,84
98,415,Yes,Yes,23,245.5,54,41.74,292.7,83
113,510,No,No,0,245.3,108,41.7,259.9,140
69,408,No,No,0,196.1,87,33.34,236.8,66
121,415,No,No,0,134.1,112,22.8,195.1,104
59,510,Yes,Yes,31,225,78,38.25,191.3,79
59,510,No,No,0,189.7,100,32.25,115.9,133
190,415,No,No,0,142.9,96,24.29,177.9,96
109,415,No,No,0,175.6,80,29.85,238,94
136,415,No,No,0,92.4,109,15.71,219,115
86,510,No,No,0,92.8,92,15.78,159.6,87
100,415,No,Yes,27,221.7,100,37.69,236.1,70
106,510,No,No,0,159.6,94,27.13,276.8,118
104,415,No,No,0,144.5,107,24.57,180.5,85
129,415,No,No,0,159.1,100,27.05,202.5,90
205,510,No,No,0,49.9,123,8.48,150.7,81
93,415,No,Yes,32,116.9,120,19.87,232.4,97
123,415,No,No,0,150,98,25.5,89.8,95
99,415,No,No,0,254.4,120,43.25,159.3,92
61,415,No,Yes,33,270.7,53,46.02,200.7,116
71,415,No,No,0,207,112,35.19,173.8,96
4,510,Yes,No,0,145.3,89,24.7,303.8,93
148,408,No,Yes,25,230.7,102,39.22,233.8,109
141,415,No,No,0,151.5,104,25.76,242.2,114
56,408,No,No,0,146.1,57,24.84,196.2,97
160,415,No,No,0,256,111,43.52,187.4,61
43,408,No,Yes,35,200.2,105,34.03,244.4,88
42,415,No,No,0,150.7,52,25.62,246.7,96
135,415,Yes,No,0,186,107,31.62,66,94
106,415,No,No,0,212.9,110,36.19,187,69
106,510,No,No,0,194.8,133,33.12,213.4,73
83,415,No,Yes,30,272.5,105,46.33,253,83
110,415,No,No,0,135.1,109,22.97,205.2,99
153,408,No,No,0,154.6,56,26.28,263,84
109,510,No,Yes,35,230.5,116,39.19,265.8,130
31,510,No,No,0,165.4,84,28.12,203.7,107
124,510,No,No,0,143.3,120,24.36,230.7,111
110,415,No,No,0,271.1,108,46.09,237,122
124,415,No,No,0,253.5,104,43.1,117.9,123
82,415,No,No,0,167.1,77,28.41,131.8,79
122,415,No,No,0,168.3,96,28.61,87.6,91
137,415,No,No,0,104.7,115,17.8,249.8,144
69,510,No,No,0,135.4,101,23.02,238.1,124
46,415,No,Yes,34,191.4,102,32.54,361.8,96
103,415,No,No,0,158.7,90,26.98,198.4,117
16,510,No,No,0,144.8,84,24.62,164.9,141
119,415,No,No,0,98.8,97,16.8,146.9,68
124,510,Yes,No,0,157.8,71,26.83,203.2,114
122,415,No,Yes,37,163,107,27.71,312.8,118
139,415,No,No,0,181.6,119,30.87,335.7,118
67,510,No,No,0,129,78,21.93,188,116
84,408,No,No,0,86,83,14.62,260.7,86
101,510,No,Yes,17,193.9,71,32.96,189.8,81
40,510,No,No,0,109.4,107,18.6,244.7,102
61,415,No,No,0,188.9,105,32.11,153.6,116
120,408,Yes,No,0,179.9,72,30.58,170,98
95,415,No,No,0,183.4,98,31.18,281.3,95
98,408,No,No,0,288.1,101,48.98,137.9,93
114,415,No,No,0,169.2,96,28.76,149.9,83
68,415,Yes,Yes,29,195.5,113,33.24,171.6,96
149,415,No,Yes,20,264.4,102,44.95,219.6,123
22,408,No,No,0,207.7,116,35.31,210.6,99
176,415,No,No,0,169.5,151,28.82,112.9,84
152,415,No,No,0,141.5,102,24.06,263,94
118,408,No,No,0,154.8,71,26.32,244,73
101,415,Yes,No,0,133.5,51,22.7,219.6,96
102,408,No,No,0,273.2,85,46.44,211.1,82
118,408,No,No,0,224.6,94,38.18,225.9,120
105,415,No,No,0,273.8,97,46.55,289.7,106
153,510,No,No,0,159.5,103,27.12,275.5,90
71,415,No,No,0,104,92,17.68,197,125
71,415,No,Yes,31,115.4,90,19.62,217.4,78
68,415,No,No,0,222.1,107,37.76,199.4,102
66,415,No,No,0,116.4,98,19.79,95.6,74
101,415,No,No,0,217.7,118,37.01,231.7,128
116,415,No,No,0,129.4,84,22,157.3,89
54,415,No,Yes,33,161.8,73,27.51,273,58
112,408,No,Yes,29,198.8,122,33.8,238.6,114
122,408,No,Yes,45,147.8,85,25.13,147.4,93
74,415,No,No,0,262.3,114,44.59,198.9,96
90,415,No,No,0,246.4,83,41.89,160.3,88
112,415,No,No,0,174.3,123,29.63,140.2,124
85,510,No,No,0,183.4,111,31.18,168.8,98
100,415,No,No,0,191.9,95,32.62,200.9,101
114,415,No,No,0,187.8,109,31.93,154.6,97
83,510,No,No,0,259.7,106,44.15,152.7,116
157,415,Yes,No,0,180.4,123,30.67,194,98
51,510,No,No,0,51.8,107,8.81,230.2,104
42,415,No,No,0,303.9,106,51.66,232.2,54
101,415,No,Yes,36,123.7,125,21.03,172.6,106
112,510,No,No,0,206.2,122,35.05,164.5,94
56,510,No,No,0,164.3,92,27.93,233.7,107
53,408,No,No,0,228.6,117,38.86,132.8,123
64,415,No,Yes,22,200.4,80,34.07,131.1,84
123,408,No,No,0,154.3,107,26.23,183,111
68,510,No,Yes,30,122.9,93,20.89,233.5,91
40,510,Yes,No,0,220.8,100,37.54,265.7,106
132,408,No,No,0,214.6,78,36.48,251.7,98
120,408,Yes,No,0,202,123,34.34,184.3,78
108,408,No,Yes,32,209.5,108,35.62,109.6,64
161,510,No,No,0,297.9,141,50.64,238.1,107
130,415,No,No,0,212.8,102,36.18,189.8,137
122,510,No,No,0,145.6,102,24.75,284.7,111
130,408,No,Yes,19,152.9,87,25.99,213.2,99
90,510,No,No,0,125.4,158,21.32,269.1,83
139,415,No,Yes,25,138.3,96,23.51,80.6,79
57,415,No,No,0,189.3,157,32.18,174.9,70
128,510,No,No,0,199.3,86,33.88,194.8,102
127,510,Yes,No,0,247.5,99,42.08,108.5,118
107,415,No,No,0,294.9,71,50.13,192.8,78
177,408,No,No,0,175.4,99,29.82,155.3,83
121,415,No,No,0,179.4,70,30.5,143,93
99,510,Yes,Yes,39,126.8,94,21.56,293.6,115
126,415,Yes,No,0,239.7,87,40.75,281.7,92
77,415,No,Yes,33,143,101,24.31,212.2,102
21,415,No,No,0,91.9,109,15.62,198.4,111
56,408,No,No,0,210.4,80,35.77,176.6,96
92,415,No,Yes,29,201.3,130,34.22,203.7,115
81,510,No,No,0,145.6,59,24.75,287.9,131
139,510,Yes,Yes,31,203.5,82,34.6,200.3,72
68,415,No,No,0,232.4,76,39.51,153.3,103
183,415,No,Yes,8,86.5,119,14.71,285.2,97
90,408,No,No,0,109.9,102,18.68,220.8,114
165,408,No,No,0,156,88,26.52,276.1,81
89,415,No,No,0,326.3,112,55.47,165.1,110
59,510,No,No,0,195,58,33.15,198.5,88
16,415,Yes,No,0,110,91,18.7,147.3,75
114,415,No,No,0,147.1,119,25.01,161,111
113,510,No,No,0,156,141,26.52,256.8,72
120,408,No,No,0,98.2,99,16.69,186.7,85
115,415,No,No,0,210.6,120,35.8,153.1,84
37,510,No,No,0,239.9,120,40.78,261.6,88
100,415,Yes,No,0,159.9,94,27.18,179.9,95
132,415,No,No,0,197.8,66,33.63,133.9,119
38,408,No,Yes,36,115.4,98,19.62,166.2,83
1,408,No,No,0,123.8,113,21.05,236.2,77
97,415,No,Yes,15,117.6,97,19.99,196.3,126
55,415,No,Yes,28,105.3,82,17.9,197.4,109
75,415,No,No,0,111.7,121,18.99,237.3,119
83,415,No,No,0,159.3,104,27.08,202.3,98
40,510,No,No,0,81.7,123,13.89,210.2,108
101,415,No,Yes,21,238,88,40.46,209.6,84
120,415,No,Yes,40,128.1,99,21.78,247.7,78
183,415,No,Yes,31,171.2,104,29.1,193.6,74
75,510,No,No,0,109,88,18.53,259.3,120
80,415,No,No,0,220,114,37.4,207.7,76
88,415,No,No,0,55.6,65,9.45,242.7,121
112,415,No,Yes,23,286.6,79,48.72,315.3,102
63,510,No,No,0,207.6,96,35.29,229,112
105,415,No,Yes,31,109.6,108,18.63,249.3,119
92,415,No,No,0,197.2,113,33.52,242.3,116
177,415,No,No,0,175.7,120,29.87,168.6,90
118,510,No,No,0,205.2,115,34.88,184.8,137
111,408,No,Yes,13,193.1,104,32.83,111.6,98
82,510,No,Yes,34,232.6,121,39.54,153.2,115
74,415,No,No,0,102.7,89,17.46,149.3,100
121,415,No,Yes,31,263.1,70,44.73,279.3,118
131,408,No,No,0,197,79,33.49,201,114
125,408,No,No,0,169.3,90,28.78,156,138
19,415,No,No,0,201.5,123,34.26,129.2,110
138,415,No,No,0,251,119,42.67,91.2,96
119,415,No,No,0,230.4,117,39.17,225,101
137,510,No,No,0,109.8,120,18.67,230.5,86
182,415,No,No,0,279.5,118,47.52,203.2,113
135,415,No,No,0,173.4,107,29.48,222,84
134,415,No,Yes,38,214.4,93,36.45,211.7,57
45,415,No,No,0,96.1,103,16.34,246.8,134
129,408,No,No,0,101.4,145,17.24,249.1,116
142,415,No,No,0,232.5,74,39.53,181.8,142
130,415,No,Yes,45,174.5,120,29.67,217.5,95
163,408,No,Yes,23,224,126,38.08,233.5,89
105,415,No,No,0,211.1,99,35.89,176.7,66
119,415,No,No,0,109.2,96,18.56,153.1,80
78,408,No,No,0,220,95,37.4,179.9,121
92,415,No,No,0,181.4,98,30.84,164.5,98
146,415,No,Yes,11,180.7,82,30.72,173.7,90
125,408,No,Yes,32,96.5,109,16.41,145.8,109
88,415,No,No,0,183.5,93,31.2,170.5,80
83,408,No,Yes,38,107.9,90,18.34,140.4,94
3,510,Yes,No,0,161,96,27.37,244.9,82
152,510,Yes,Yes,41,146.8,128,24.96,285.6,96
48,510,No,No,0,149.2,146,25.36,161.9,109
189,415,No,No,0,227.8,124,38.73,169.5,112
95,415,No,Yes,23,160.3,87,27.25,202.4,101
129,415,No,No,0,137.8,120,23.43,225.8,110
66,408,No,Yes,40,141.7,87,24.09,268.3,89
80,510,No,Yes,22,196.4,115,33.39,150.3,109
1,408,No,No,0,175.2,74,29.78,151.7,79
84,408,No,No,0,146.8,133,24.96,171.7,73
96,415,No,No,0,173.9,111,29.56,287.4,105
123,415,No,Yes,34,305.2,80,51.88,156.5,109
116,510,Yes,Yes,29,162.3,91,27.59,279.3,79
105,415,Yes,No,0,150,106,25.5,293.8,123
80,415,No,No,0,197.5,114,33.58,206.9,119
157,408,No,No,0,240.2,67,40.83,153,98
67,510,No,Yes,30,186.2,117,31.65,286.7,76
141,415,No,Yes,39,116.9,127,19.87,276.5,88
79,415,No,Yes,17,236.7,95,40.24,263.5,56
76,408,No,No,0,173.2,93,29.44,131.2,80
111,510,No,No,0,152.2,114,25.87,137.2,102
94,415,No,No,0,181.3,135,30.82,182.4,108
143,408,No,No,0,167.8,72,28.53,211,99
109,510,No,No,0,175.4,125,29.82,250.7,87
138,415,No,No,0,87.6,112,14.89,266.9,107
73,415,No,No,0,203.3,45,34.56,141.9,87
21,415,No,No,0,92.6,95,15.74,161.9,70
148,415,No,Yes,21,262.9,135,44.69,149.5,96
103,408,No,No,0,160.8,91,27.34,155.8,82
143,408,No,Yes,22,141.8,116,24.11,167.3,99
79,408,No,Yes,32,50.6,62,8.6,201.4,87
89,415,No,No,0,134.9,59,22.93,156,152
120,415,No,No,0,252.1,110,42.86,226.1,103
121,415,No,Yes,41,215.5,95,36.64,241.8,92
101,415,No,No,0,124.8,66,21.22,257.2,85
115,408,No,No,0,178.7,114,30.38,271,96
168,415,No,No,0,183.2,131,31.14,179.2,73
90,415,No,No,0,167.5,96,28.48,139.1,104
70,510,No,No,0,147.1,105,25.01,200,135
138,415,No,No,0,230.1,107,39.12,212,120
43,408,No,No,0,135.8,125,23.09,163.2,88
117,510,No,Yes,20,205.7,98,34.97,136.1,107
108,408,No,No,0,73.8,105,12.55,143.4,114
118,408,No,No,0,189.3,119,32.18,233.5,112
169,408,No,No,0,147.2,115,25.02,161.9,123
62,408,No,Yes,42,137.3,95,23.34,184.2,94
86,510,No,No,0,70.7,125,12.02,211,113
44,408,No,No,0,204.6,117,34.78,205.2,94
111,510,No,No,0,123.1,88,20.93,213.9,84
127,510,No,Yes,19,129.7,115,22.05,160.8,101
151,415,Yes,No,0,198.7,70,33.78,209.5,106
53,415,No,No,0,145.1,116,24.67,233.7,82
15,415,No,No,0,135.2,101,22.98,152.5,79
123,408,No,Yes,28,124.7,105,21.2,250.4,78
137,415,No,No,0,215.9,76,36.7,145.4,118
106,415,No,No,0,119.2,142,20.26,228.4,139
88,510,No,No,0,144.3,116,24.53,156.4,74
106,415,No,No,0,235.2,121,39.98,220.6,87
95,510,No,No,0,174,57,29.58,281.1,118
57,510,Yes,No,0,115,65,19.55,122.3,96
184,408,No,No,0,151.7,93,25.79,178.5,77
109,510,No,No,0,153.1,102,26.03,234.1,77
127,415,No,No,0,218.6,93,37.16,149.9,130
82,510,No,No,0,265.2,122,45.08,178.7,102
180,415,No,No,0,143.3,134,24.36,180.5,113
174,415,No,No,0,190.3,98,32.35,252.7,70
92,415,No,No,0,184.7,60,31.4,262,73
81,408,No,No,0,115.3,99,19.6,224.7,117
125,408,No,No,0,113,108,19.21,169.2,107
119,408,No,No,0,294.2,100,50.01,232.5,53
122,415,No,No,0,215.6,86,36.65,167.8,59
34,408,No,No,0,128.8,80,21.9,208.7,93
138,415,Yes,Yes,28,211.2,117,35.9,312.5,98
90,415,No,Yes,24,71.2,82,12.1,181.6,103
73,408,No,No,0,94.9,121,16.13,253.2,83
19,510,No,No,0,259.4,116,44.1,269.7,109
120,408,No,Yes,28,215.8,123,36.69,285.2,76
160,415,No,No,0,97.5,113,16.58,268.1,69
141,510,No,No,0,146.5,121,24.91,169.9,125
90,408,No,No,0,157.9,72,26.84,234,93
72,415,No,No,0,139.9,117,23.78,223.6,96
117,408,No,Yes,21,153.2,112,26.04,263.3,110
79,408,Yes,No,0,103.5,134,17.6,319.3,111
87,408,No,No,0,185.8,119,31.59,192.3,83
102,415,No,No,0,129.5,56,22.02,354.2,118
49,408,No,No,0,236.6,91,40.22,220.9,146
67,408,No,No,0,260.4,107,44.27,208.2,104
107,415,No,No,0,167.3,100,28.44,163.9,79
190,408,No,No,0,182.2,101,30.97,212.3,95
118,510,No,No,0,113,80,19.21,150.1,87
120,415,No,No,0,185.7,133,31.57,235.1,149
94,408,No,No,0,136.2,114,23.15,165.1,118
115,510,No,Yes,29,222.6,81,37.84,190.3,109
61,415,No,No,0,197.3,67,33.54,264.5,106
143,510,No,Yes,33,141.4,130,24.04,186.4,114
110,510,No,No,0,208,69,35.36,95.1,94
104,415,No,No,0,118.5,92,20.15,177.8,109
16,510,No,No,0,153.2,65,26.04,229.7,90
183,510,No,No,0,108.3,87,18.41,183.6,116
147,408,No,No,0,168.6,92,28.66,187.7,107
58,415,No,No,0,247.2,116,42.02,303.7,103
102,510,Yes,No,0,224.2,81,38.11,243.3,90
123,415,No,No,0,166.9,98,28.37,221.8,77
64,415,No,Yes,43,118.4,100,20.13,144.1,108
103,510,No,No,0,190.9,62,32.45,226.6,53
152,415,No,No,0,317.8,60,54.03,152.9,100
124,415,No,No,0,312,112,53.04,180,109
97,415,No,No,0,146,121,24.82,203,141
131,415,No,No,0,131.6,95,22.37,179.3,109
57,415,No,Yes,33,193.4,105,32.88,231.6,79
157,510,No,No,0,185.1,92,31.47,213,85
194,510,No,No,0,193.3,106,32.86,169,150
66,415,No,No,0,146.4,107,24.89,196.5,99
155,510,No,No,0,71.2,90,12.1,304.4,119
123,415,No,No,0,123.2,104,20.94,190,117
116,510,No,No,0,205,90,34.85,140.9,114
63,415,No,No,0,128.7,78,21.88,240.8,133
64,510,No,No,0,216.9,78,36.87,211,115
96,510,No,No,0,150,122,25.5,218.5,116
53,415,No,No,0,164.1,106,27.9,206,56
105,510,No,No,0,212,113,36.04,226.6,128
53,510,No,Yes,37,167.3,99,28.44,194.7,99
101,415,No,No,0,154.4,130,26.25,217.2,101
129,510,No,Yes,30,177.3,95,30.14,211.8,102
122,408,No,No,0,231.2,141,39.3,267.8,136
163,415,No,No,0,202.9,100,34.49,178.6,46
93,408,No,No,0,149.6,120,25.43,200.7,85
115,510,Yes,No,0,345.3,81,58.7,203.4,106
25,408,No,No,0,264.9,80,45.03,281.2,66
73,408,No,No,0,122,92,20.74,138.3,114
120,415,No,No,0,177.2,88,30.12,270.4,99
196,415,No,No,0,133.1,80,22.63,206.5,120
97,510,No,No,0,225.1,90,38.27,279.5,127
148,408,No,No,0,208.4,120,35.43,174.4,99
85,408,No,Yes,30,173.1,107,29.43,247.2,101
86,510,Yes,No,0,162.4,131,27.61,167,102
78,415,No,Yes,13,281.2,93,47.8,178.2,101
106,415,No,No,0,208.3,89,35.41,169.4,67
147,415,No,Yes,38,243.4,126,41.38,273.8,109
145,415,No,No,0,224.2,89,38.11,314.9,121
91,415,No,No,0,189.3,100,32.18,239.3,107
81,408,No,Yes,46,168.3,124,28.61,270.9,103
116,415,No,Yes,24,232.9,90,39.59,152.1,94
69,415,No,Yes,37,155,98,26.35,142.4,105
135,510,No,No,0,154.4,130,26.25,203.8,90
73,510,No,No,0,234.7,102,39.9,195.7,110
48,415,No,No,0,240,88,40.8,141,117
125,415,Yes,No,0,298.4,78,50.73,270.5,142
100,415,No,No,0,166,102,28.22,236.1,97
165,415,No,Yes,33,111.6,140,18.97,213.3,111
64,415,No,No,0,174.5,98,29.67,180.2,103
116,510,Yes,Yes,27,175.5,137,29.84,210.6,60
147,408,Yes,Yes,35,157.5,109,26.78,189.6,67
115,415,No,No,0,206.2,113,35.05,176.4,102
84,415,No,Yes,35,207.5,138,35.28,201,116
86,510,No,Yes,16,144.8,105,24.62,206.2,111
134,415,No,No,0,258.8,85,44,129.5,114
105,415,No,No,0,226.9,106,38.57,182.2,77
88,408,No,No,0,152.9,119,25.99,171.2,107
90,408,No,Yes,27,156.7,51,26.64,236.5,118
86,408,No,No,0,150.8,85,25.64,295.9,88
37,415,No,No,0,221,126,37.57,204.5,110
141,415,No,Yes,32,322.4,92,54.81,283.2,107
148,408,No,No,0,153.6,148,26.11,262.1,87
163,408,No,Yes,22,215.1,91,36.57,138.9,102
89,415,No,Yes,35,174.4,108,29.65,196.7,100
63,415,No,No,0,180.5,126,30.69,230,98
102,415,No,No,0,123.1,106,20.93,182,102
76,510,No,No,0,165.7,94,28.17,257.4,80
104,408,No,No,0,200.2,92,34.03,118.7,87
109,510,No,No,0,154.8,82,26.32,287.7,109
105,510,No,No,0,125.4,116,21.32,261.5,95
63,415,No,Yes,33,184.2,111,31.31,312.6,89
105,415,No,Yes,24,274.7,99,46.7,193.5,118
68,415,Yes,Yes,39,142,140,24.14,241.6,89
63,408,Yes,Yes,21,151.5,99,25.76,147.8,89
